book_title, index_list, word_list
TheWheelOfTime,[3266, 3267],['Taren', 'Ferry']
TheWheelOfTime,[3406],['Emond']
TheWheelOfTime,[3538, 3539, 3540],['al', "'", 'Thor']
TheWheelOfTime,[3713],['Bela']
TheWheelOfTime,[3779],['Emond']
TheWheelOfTime,[4340, 4341],['Deven', 'Ride']
TheWheelOfTime,[4378],['Emond']
TheWheelOfTime,[4760, 4761],['Bel', 'Tine']
TheWheelOfTime,[4931],['Emond']
TheWheelOfTime,[5311, 5312],['Bel', 'Tine']
TheWheelOfTime,[5602],['Tam']
TheWheelOfTime,[5994],['Coplin']
TheWheelOfTime,[6066, 6067],['Mat', 'Cauthon']
TheWheelOfTime,[6899],['Dav']
TheWheelOfTime,[7348],['Tam']
TheWheelOfTime,[7471, 7472],['Bel', 'Tine']
TheWheelOfTime,[7486],['Emond']
TheWheelOfTime,[7809],['Bran']
TheWheelOfTime,[7847],['Baerlon']
TheWheelOfTime,[7999, 8000, 8001],['al', "'", 'Thor']
TheWheelOfTime,[8163, 8164, 8165],['Al', "'", 'Thor']
TheWheelOfTime,[8300, 8301],['Bel', 'Tine']
TheWheelOfTime,[8330],['Bran']
TinkerTailorSoldierSpy,[120],['James']
TinkerTailorSoldierSpy,[220],['Maltby']
TinkerTailorSoldierSpy,[323],['Prideaux']
TinkerTailorSoldierSpy,[372],['Alvis']
TinkerTailorSoldierSpy,[461],['Alvis']
TinkerTailorSoldierSpy,[1050],['Alvis']
TinkerTailorSoldierSpy,[1165],['Alvis']
TinkerTailorSoldierSpy,[1806],['William']
TinkerTailorSoldierSpy,[1965],['Jim']
TinkerTailorSoldierSpy,[2267],['Alvis']
TinkerTailorSoldierSpy,[2432],['Roach']
TinkerTailorSoldierSpy,[2471],['Bill']
TinkerTailorSoldierSpy,[2548],['Kipping']
TinkerTailorSoldierSpy,[2632],['Roach']
TinkerTailorSoldierSpy,[3000, 3001],['Mrs', 'Thursgood']
TinkerTailorSoldierSpy,[3682, 3683],['Mon', 'cher']
TinkerTailorSoldierSpy,[4066, 4067],['Combe', 'Lane']
TinkerTailorSoldierSpy,[4155, 4156],['Percy', 'Westerman']
TinkerTailorSoldierSpy,[4158, 4159],['Jeffrey', 'Farnol']
TinkerTailorSoldierSpy,[5148, 5149],['Mr', 'Stroll']
TinkerTailorSoldierSpy,[5217, 5218],['Mr', 'Stroll']
TinkerTailorSoldierSpy,[5591],['Bill']
TinkerTailorSoldierSpy,[5804],['Thursgood']
Ulysses,[49],['Kinch']
Ulysses,[205],['Christine']
Ulysses,[273],['Chrysostomos']
Ulysses,[569, 570],['--', 'God']
Ulysses,[583],['Saxon']
Ulysses,[640],['Kinch']
Ulysses,[665],['Stephen']
Ulysses,[770, 771],['--', 'Scutter']
Ulysses,[1045],['Stephen']
Ulysses,[1426],['Kinch']
Ulysses,[1460, 1461],['Buck', 'Mulligan']
Ulysses,[1501],['Stephen']
Ulysses,[1691],['Malachi']
Ulysses,[1714],['Stephen']
Ulysses,[1992],['Seymour']
Ulysses,[2044],['Aubrey']
Ulysses,[2075],['Ades']
Ulysses,[2163],['Stephen']
Ulysses,[2267],['Stephen']
Ulysses,[2366],['Stephen']
Ulysses,[2596, 2597],['Peter', 'Teazle']
Ulysses,[2605],['Humour']
Ulysses,[2635],['Lalouette']
Ulysses,[2840],['Sassenach']
Ulysses,[2922],['Woodshadows']
Ulysses,[3124],['Royce']
Ulysses,[3370],['--']
VanityFair,[26, 27],['Miss', 'Pinkerton']
VanityFair,[79],['Pinkerton']
VanityFair,[102],['Mrs.']
VanityFair,[158],['Pinkerton']
VanityFair,[201, 202],['Miss', 'Jemima']
VanityFair,[252],['Mrs.']
VanityFair,[274],['Jemima']
VanityFair,[344],['Pinkerton']
VanityFair,[395],['Pinkerton']
VanityFair,[437],['Pinkerton']
VanityFair,[447],['Pinkerton']
VanityFair,[730, 731],['BARBARA', 'PINKERTON']
VanityFair,[785],['Pinkerton']
VanityFair,[858],['Samuel']
VanityFair,[930],['Pinkerton']
VanityFair,[966],['Pinkerton']
VanityFair,[974],['Becky']
VanityFair,[1005],['Becky']
VanityFair,[1015, 1016],['MISS', 'JEMIMA']
VanityFair,[1021],['Pinkerton']
VanityFair,[1070],['Becky']
VanityFair,[1093],['Pinkerton']
VanityFair,[1142],['Pinkerton']
VanityFair,[1290],['Pinkerton']
VanityFair,[1344],['Hillisberg']
VanityFair,[1464, 1465],['Lord', 'Dexter']
VanityFair,[1592, 1593],['St.', 'Kitt']
VanityFair,[1947],['Pinkerton']
VanityFair,[2096],['Dexter']
VanityFair,[2200],['JONES']
VanityFair,[2231],['Jones']
VanityFair,[2373],['Sambo']
VanityFair,[2409],['Pinkerton']
VanityFair,[2540],['Pinkerton']
VanityFair,[2542],['Becky']
VanityFair,[2627],['Mademoiselle']
VanityFair,[2638],['Pinkerton']
VanityFair,[2826],['Becky']
VanityFair,[3043],['Becky']
VanityFair,[3045],['Becky']
VanityFair,[3063],['Johnson']
VanityFair,[3559, 3560],['Miss', 'Pinkerton']
VanityFair,[3629, 3630],['Miss', 'Pinkerton']
VanityFair,[3715],['Pinkerton']
VanityFair,[3821],['Pinkerton']
VanityFair,[3873],['Vive']
VanityFair,[4376],['Pinkerton']
VanityFair,[4621],['Pinkerton']
VanityFair,[4655],['Pinkerton']
VanityFair,[4688],['Chiswick']
VanityFair,[4848],['Pinkerton']
VanityFair,[4922],['Pinkerton']
VanityFair,[5116],['Pinkerton']
VanityFair,[5194],['Pinkerton']
VanityFair,[5269],['Pinkerton']
VanityFair,[5295],['Becky']
VanityFair,[5355],['Pinkerton']
VanityFair,[5404],['Jemmy']
VanityFair,[5450],['Jemmy']
VanityFair,[5799],['Earl']
VanityFair,[5819],['Creole']
VanityFair,[6268],['Pinkerton']
VanityFair,[6373],['Pinkerton']
VanityFair,[6534, 6535],['Miss', 'Sharp']
VanityFair,[7049],['Rebecca']
VanityFair,[7093],['Rebecca']
VanityFair,[7442],['Amelia']
VanityFair,[7734, 7735, 7736],['Mr.', 'Joseph', 'Sedley']
VanityFair,[7784],['Amelia']
